test_suite,framework,count,mean,median,std,sem,ci95
calculator,pytest,10,0.09823896884918212,0.10215556621551514,0.007016755787469488,0.0022188930073571943,0.0043490302944201005
calculator,unittest,10,0.04623861312866211,0.04361307621002197,0.006308105861316211,0.0019947982243217464,0.003909804519670623
fibonacci,pytest,10,0.09932484626770019,0.10335469245910645,0.009191903013661186,0.002906734955453517,0.0056972005126888926
fibonacci,unittest,10,0.04425177574157715,0.042145490646362305,0.008212496085271791,0.0025970192904675254,0.00509015780931635
